Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
19,Male,Tier 3,Electronics,6.61,140,2,2,10,57,62,1844,131,8,1,1,56,74,1,10.42
19,Other,Tier 1,Information Technology,7.23,282,3,3,6,97,74,1188,8,2,6,9,67,75,1,16.36
18,Male,Tier 1,Mechanical,8.19,306,1,7,4,91,67,1771,273,7,1,10,75,71,1,10.48
24,Other,Tier 3,AI/ML,6.08,349,3,1,3,84,82,936,123,5,3,8,83,60,1,11.27
24,Female,Tier 1,Electronics,7.87,177,1,10,11,40,49,1869,60,0,4,2,74,67,1,13.61
25,Male,Tier 2,Data Science,6.53,332,1,7,12,68,83,1094,118,3,1,8,77,43,1,12.87
18,Female,Tier 2,Civil,7.32,427,1,3,11,73,46,1440,79,4,4,6,87,92,1,12.1
21,Other,Tier 3,Electronics,7.82,0,3,1,2,61,81,1632,44,2,5,2,67,96,1,11.48
25,Other,Tier 1,Electronics,7.74,450,1,5,4,99,38,1525,11,2,3,7,69,81,1,10.45
20,Other,Tier 3,Information Technology,6.78,279,0,10,9,47,69,1424,159,4,10,4,56,79,1,14.42
23,Female,Tier 3,Civil,7.54,384,2,5,4,87,61,1355,383,7,9,6,86,49,1,15.24
20,Male,Tier 1,Civil,7.88,513,1,9,4,90,77,1480,68,6,5,7,48,36,1,15.12
23,Female,Tier 3,Electronics,8.57,273,0,0,5,93,99,2065,113,6,9,10,70,78,1,15.42
25,Male,Tier 3,Mechanical,8.72,264,3,4,12,82,97,1609,202,2,9,10,70,63,1,15.04
18,Other,Tier 1,Information Technology,6.39,449,2,1,10,67,92,1557,79,3,10,8,52,53,1,13.7
24,Male,Tier 2,Information Technology,7.71,14,1,7,4,40,48,1700,152,4,1,9,68,38,1,14.48
25,Male,Tier 2,Data Science,6.98,456,0,6,8,61,45,1434,131,6,2,1,53,97,1,10.75
25,Other,Tier 3,Data Science,9.29,64,1,5,4,54,90,1623,123,1,10,4,88,100,1,15.07
19,Male,Tier 2,Information Technology,7.78,415,0,8,4,66,93,1636,218,6,2,3,91,36,1,10.32
25,Other,Tier 2,Mechanical,7.15,99,0,3,3,46,69,2144,105,1,9,2,88,72,1,11.83
21,Other,Tier 2,Civil,7.81,416,0,7,12,58,37,1207,214,3,10,8,56,58,1,12.64
21,Female,Tier 1,Information Technology,8.63,168,0,5,5,53,39,1707,123,0,8,3,95,52,1,11.05
21,Female,Tier 2,Mechanical,5.78,138,2,8,10,46,71,1797,0,6,9,6,72,67,1,13.39
20,Male,Tier 2,Computer Science,7.45,0,1,1,8,49,81,1171,56,4,1,2,61,90,1,11.07
19,Male,Tier 2,AI/ML,8.67,411,2,9,1,61,59,1323,53,6,3,7,49,91,1,10.12
25,Male,Tier 3,Electronics,6.82,115,0,8,11,77,42,1437,120,6,10,6,81,72,1,11.5
24,Other,Tier 2,Civil,6.75,145,0,4,1,60,41,1270,234,7,4,7,99,80,1,11.64
24,Male,Tier 1,Information Technology,7.73,401,3,4,1,85,96,1773,233,4,10,10,88,44,1,16.46
19,Female,Tier 3,AI/ML,7.41,161,2,1,6,76,91,1161,190,3,7,5,59,76,1,13.21
18,Other,Tier 2,Information Technology,5.84,0,0,9,3,88,82,2201,41,0,6,1,97,88,1,9.1
24,Male,Tier 1,Civil,8.43,68,0,6,6,42,71,1635,265,3,10,9,48,79,1,17.97
18,Female,Tier 3,AI/ML,6.75,248,0,8,6,47,51,1311,118,0,4,7,98,53,1,13.2
24,Female,Tier 3,AI/ML,5.8,347,0,5,7,58,66,1381,229,6,10,5,86,57,1,14.27
18,Female,Tier 2,Electronics,6.79,233,0,5,6,50,66,1762,198,4,10,4,90,51,1,7.49
22,Male,Tier 2,Mechanical,8.09,496,1,0,11,86,93,1539,196,2,9,6,72,35,1,16.43
18,Female,Tier 2,Civil,7.42,372,2,5,1,81,50,1454,115,8,1,6,50,36,1,10.31
23,Male,Tier 3,Information Technology,7.37,533,0,3,2,88,71,1134,169,5,1,5,52,46,1,10.84
23,Other,Tier 3,AI/ML,8.67,499,1,5,9,62,94,1126,74,7,1,3,81,39,1,10.9
25,Other,Tier 3,Civil,6.72,190,2,5,7,41,79,1571,51,2,9,6,86,83,1,12.05
20,Female,Tier 2,Civil,6.41,323,0,3,12,66,83,1427,100,6,2,9,80,39,1,8.04
18,Other,Tier 3,Information Technology,5.6,494,1,4,6,94,82,1348,336,5,3,2,53,52,1,11.63
19,Female,Tier 2,Information Technology,9.03,399,0,10,5,82,68,1505,72,0,5,6,88,90,1,10.77
22,Female,Tier 3,Mechanical,8.32,289,1,6,3,64,49,1665,185,4,3,3,86,53,1,12.97
25,Male,Tier 1,Data Science,6.73,401,2,7,7,91,92,1380,127,5,6,9,60,47,1,14.02
19,Male,Tier 2,Computer Science,7.14,0,0,4,9,78,66,1814,220,2,4,7,63,77,1,7.25
19,Other,Tier 3,Civil,6.16,553,3,5,10,73,46,1531,120,7,7,1,80,41,1,12.28
25,Other,Tier 2,Data Science,6.17,220,1,1,4,43,60,1791,118,0,4,6,69,53,1,12.06
20,Male,Tier 1,Electronics,8.97,162,0,6,5,70,52,1556,200,0,10,6,79,95,1,12.31
24,Male,Tier 3,Information Technology,7.38,530,2,2,12,87,46,1330,205,3,4,1,92,78,1,12.22
25,Other,Tier 1,Data Science,9.0,3,3,1,10,96,81,1472,1,3,4,8,53,82,1,13.1
19,Male,Tier 3,Civil,6.49,209,1,3,10,79,92,1034,114,5,5,7,79,54,1,12.31
21,Other,Tier 2,AI/ML,5.67,154,0,5,8,53,63,2339,146,4,1,6,57,66,1,5.2
18,Other,Tier 1,Electronics,5.8,283,2,6,7,61,37,1485,73,3,8,4,96,40,1,16.83
18,Male,Tier 2,Civil,9.82,210,1,1,8,71,51,1755,193,2,1,2,45,59,1,14.97
20,Other,Tier 3,Computer Science,6.56,540,0,0,4,79,94,1425,153,4,8,3,97,82,1,11.65
24,Other,Tier 3,Mechanical,7.06,291,2,10,5,71,44,1034,0,3,1,8,96,53,1,10.92
18,Female,Tier 1,AI/ML,6.32,332,1,3,5,76,89,1601,121,0,7,2,69,70,1,14.82
21,Male,Tier 1,Computer Science,7.19,31,1,1,3,100,75,1371,213,8,8,9,99,49,1,9.08
19,Other,Tier 1,AI/ML,7.11,336,1,7,1,96,89,2378,216,1,3,3,69,39,1,11.55
24,Other,Tier 1,Information Technology,7.72,0,0,5,9,67,69,1082,172,1,5,6,92,100,1,12.0
20,Male,Tier 1,Information Technology,7.49,255,1,4,3,75,94,1448,128,3,4,4,46,91,1,9.78
25,Male,Tier 2,Electronics,6.97,63,0,7,5,69,70,1233,215,6,5,1,54,59,1,10.71
18,Female,Tier 3,Electronics,7.8,267,2,1,3,47,55,1315,39,4,3,9,58,77,1,11.74
22,Female,Tier 3,Computer Science,7.38,337,2,0,11,47,70,1492,171,0,4,4,69,98,1,9.46
24,Other,Tier 3,AI/ML,8.07,80,0,10,8,76,48,1794,160,0,1,4,57,47,1,7.02
24,Female,Tier 3,Electronics,7.94,399,3,9,1,65,57,1890,58,0,8,1,81,84,1,15.21
25,Other,Tier 3,Computer Science,7.89,360,1,1,7,100,82,1593,85,8,6,6,92,98,1,14.79
25,Female,Tier 2,Data Science,8.19,226,1,8,2,100,83,1175,61,0,8,2,76,56,1,16.38
19,Female,Tier 2,AI/ML,8.15,246,2,6,3,69,81,1380,0,4,10,4,48,72,1,14.75
18,Other,Tier 2,Data Science,6.01,273,1,7,2,40,53,1864,41,7,1,5,84,61,1,10.29
24,Other,Tier 3,Computer Science,8.2,283,0,7,11,56,72,1266,120,4,1,2,97,65,1,12.77
24,Male,Tier 2,Computer Science,7.46,249,1,9,10,47,47,1854,161,0,1,1,49,53,1,8.56
21,Other,Tier 2,AI/ML,7.83,392,1,6,3,42,53,1016,0,8,4,6,70,51,1,10.08
18,Female,Tier 2,Civil,7.1,401,2,5,1,43,77,1138,164,4,2,4,49,84,1,5.9
23,Other,Tier 3,Mechanical,7.38,188,2,2,1,62,41,2184,0,1,3,3,87,61,1,12.17
20,Female,Tier 1,AI/ML,5.3,167,0,9,1,88,74,854,304,6,7,2,53,86,1,9.63
21,Male,Tier 3,Electronics,6.99,243,1,7,2,85,95,1053,204,1,7,3,71,98,1,13.67
20,Male,Tier 2,Information Technology,8.12,67,1,4,12,68,76,1847,201,0,3,7,52,80,1,11.63
24,Male,Tier 3,Mechanical,8.1,290,0,3,5,96,92,892,105,1,8,7,85,46,1,11.92
21,Female,Tier 3,Civil,7.29,403,3,6,8,93,72,875,84,4,10,6,83,96,1,13.29
21,Female,Tier 3,Information Technology,6.42,126,0,5,12,77,50,1473,161,1,8,10,84,84,1,12.23
21,Other,Tier 1,Mechanical,7.39,343,2,10,4,85,99,2283,130,8,4,5,46,58,1,14.55
23,Other,Tier 2,Mechanical,8.16,516,0,0,9,91,83,1646,52,2,8,4,53,49,1,13.54
18,Other,Tier 3,Mechanical,7.45,372,0,7,5,51,72,1144,221,4,4,6,72,73,1,11.17
18,Female,Tier 2,Electronics,8.04,296,0,2,8,76,63,1492,138,0,6,8,83,84,1,13.58
22,Male,Tier 2,Mechanical,9.16,0,2,3,5,85,83,1639,123,2,3,5,90,86,1,13.27
22,Female,Tier 1,Mechanical,4.84,337,2,2,3,92,63,1406,53,1,4,1,99,70,1,10.56
18,Male,Tier 3,Computer Science,6.91,0,0,9,5,73,88,1480,166,3,6,1,64,80,1,10.23
21,Female,Tier 3,Computer Science,7.46,266,0,5,3,68,39,1815,111,3,3,1,57,88,1,12.47
19,Male,Tier 2,AI/ML,6.89,545,1,9,9,55,99,1297,65,4,3,5,79,45,1,10.91
20,Male,Tier 1,Civil,6.47,62,1,1,4,63,53,1704,0,6,3,3,77,100,1,9.34
19,Male,Tier 2,Computer Science,5.86,271,3,0,1,86,47,800,163,7,7,6,74,72,1,14.2
19,Male,Tier 3,Computer Science,5.57,278,0,9,8,87,45,1630,195,1,2,8,86,35,1,6.12
25,Other,Tier 3,AI/ML,5.59,475,3,8,6,61,72,1162,77,7,7,9,61,94,1,13.94
24,Female,Tier 2,Computer Science,6.03,210,2,6,4,57,67,1762,6,7,1,10,62,71,1,9.52
22,Male,Tier 2,Computer Science,6.07,133,1,6,5,59,71,1864,232,1,1,7,52,56,1,10.37
18,Other,Tier 3,Electronics,7.73,325,2,2,3,49,39,1214,139,3,9,8,88,90,1,11.69
25,Male,Tier 3,Information Technology,6.24,236,1,9,12,44,100,1078,18,4,7,2,54,52,1,10.37
21,Other,Tier 1,Civil,8.35,483,0,5,11,86,47,1438,166,4,1,7,97,82,1,9.85
21,Female,Tier 1,Civil,5.13,115,3,6,7,71,62,1342,131,1,7,8,79,79,1,12.1
18,Female,Tier 1,Data Science,6.92,163,1,3,2,87,92,1570,10,5,5,3,59,93,1,13.34
20,Other,Tier 1,Computer Science,6.61,560,2,8,8,41,78,1339,81,2,9,5,67,64,1,12.26
19,Male,Tier 2,Civil,6.73,341,1,7,10,45,68,1435,198,8,2,4,83,55,1,11.61
19,Other,Tier 1,Civil,7.23,305,1,4,5,80,47,1868,172,5,10,4,78,77,1,14.05
18,Other,Tier 2,Civil,7.62,77,0,9,7,84,88,2350,162,4,6,4,60,93,1,13.15
19,Other,Tier 2,Civil,7.17,0,1,4,4,54,59,1357,126,4,4,5,49,50,1,9.99
20,Other,Tier 3,Electronics,6.37,199,3,1,5,99,86,1720,220,4,1,3,55,68,1,11.84
21,Male,Tier 3,AI/ML,6.63,195,3,2,1,87,73,1484,137,8,8,3,78,92,1,14.67
22,Other,Tier 2,Civil,6.76,329,3,3,12,62,84,1607,88,2,2,4,85,50,1,8.67
22,Male,Tier 3,Civil,6.32,485,3,7,2,80,91,857,225,8,1,10,80,85,1,8.0
23,Other,Tier 2,Electronics,6.43,193,0,7,4,51,59,2073,122,4,3,6,52,60,1,9.62
24,Male,Tier 2,Information Technology,6.26,328,1,5,2,69,61,1270,101,4,3,7,54,39,1,9.89
24,Male,Tier 3,Data Science,7.92,364,1,3,5,73,82,1138,69,2,1,6,78,68,1,9.88
25,Other,Tier 3,Data Science,7.38,386,0,5,5,92,44,1518,0,2,5,5,76,71,1,12.92
21,Male,Tier 1,Information Technology,5.85,142,2,10,6,84,37,1519,113,7,4,6,57,76,1,13.03
21,Male,Tier 2,Electronics,6.59,105,2,9,11,86,78,1340,198,7,10,8,80,84,1,14.93
19,Male,Tier 3,Mechanical,7.29,448,0,3,5,48,56,1850,183,2,6,7,53,70,1,9.28
24,Other,Tier 3,Mechanical,7.98,219,1,6,7,85,87,1311,65,3,1,4,49,98,1,11.04
20,Male,Tier 3,Mechanical,6.57,275,0,4,12,87,70,1389,137,2,2,7,92,83,1,10.96
19,Other,Tier 3,Mechanical,6.91,139,0,0,11,59,42,800,181,8,4,10,57,90,1,10.89
24,Other,Tier 2,Mechanical,7.02,425,2,6,1,72,78,999,124,5,9,9,99,60,1,11.79
25,Male,Tier 3,AI/ML,7.86,0,1,5,9,57,80,1731,181,3,8,8,85,96,1,11.54
21,Female,Tier 1,Electronics,7.27,114,0,7,2,99,79,1599,185,2,10,2,53,50,1,10.81
21,Other,Tier 2,Civil,5.9,414,1,7,1,91,67,2129,159,3,3,1,79,37,1,11.46
22,Female,Tier 2,Information Technology,6.87,277,2,0,1,91,99,1572,105,8,7,6,72,96,1,15.7
21,Male,Tier 3,Information Technology,7.38,295,3,9,9,83,67,1393,115,0,8,2,94,94,1,16.84
23,Other,Tier 1,Mechanical,7.35,275,2,6,10,54,77,1513,90,0,3,1,45,76,1,9.36
20,Other,Tier 2,Data Science,8.77,410,4,2,7,81,55,1887,34,4,6,9,72,49,1,18.51
21,Female,Tier 2,Computer Science,9.17,406,3,4,1,40,48,2026,183,2,9,9,45,46,1,14.44
22,Male,Tier 2,Civil,7.71,96,2,4,6,52,35,1240,145,6,8,8,100,54,1,14.33
20,Female,Tier 2,Civil,7.66,0,0,9,6,86,74,1396,163,2,3,4,51,37,1,12.52
19,Male,Tier 3,Information Technology,8.01,287,1,2,9,54,63,1317,160,7,1,8,84,42,1,10.81
18,Male,Tier 1,AI/ML,8.1,314,1,2,8,76,62,1428,58,1,7,7,60,53,1,15.52
22,Male,Tier 3,Computer Science,7.76,565,3,1,5,100,96,1634,168,8,5,2,67,52,1,10.88
21,Female,Tier 2,AI/ML,7.51,202,2,0,12,84,60,1739,146,1,3,5,100,61,1,14.28
25,Male,Tier 1,Mechanical,9.33,130,2,1,5,41,54,1781,174,7,9,5,83,45,1,19.52
20,Other,Tier 1,Mechanical,7.91,340,0,9,8,59,80,1748,193,3,6,6,46,90,1,15.04
20,Other,Tier 2,Data Science,6.38,191,2,4,11,91,97,2057,0,6,4,4,45,46,1,11.53
19,Male,Tier 3,Electronics,7.35,223,0,4,5,98,70,2003,158,2,8,8,80,82,1,11.51
25,Male,Tier 1,AI/ML,6.57,292,1,3,10,70,87,1858,131,4,6,2,70,97,1,11.49
23,Other,Tier 1,Data Science,6.5,306,2,8,1,96,91,1561,62,0,2,4,85,45,1,13.25
23,Male,Tier 3,Data Science,8.91,257,2,0,7,50,92,1555,31,2,10,8,64,44,1,17.0
20,Female,Tier 3,Civil,7.66,201,0,2,3,52,71,1189,267,2,4,3,54,61,1,12.09
18,Other,Tier 3,Mechanical,6.28,378,3,0,12,45,58,1530,124,6,9,3,93,48,1,15.78
21,Male,Tier 2,Data Science,4.59,0,0,4,12,54,88,1932,109,2,3,4,82,58,1,7.72
25,Male,Tier 1,Mechanical,5.86,279,0,4,4,89,96,1561,235,2,5,3,56,91,1,10.93
21,Female,Tier 3,AI/ML,6.9,310,2,0,8,61,54,1838,191,2,8,8,66,100,1,14.56
25,Male,Tier 2,Information Technology,7.47,162,1,3,11,77,60,1088,24,4,8,10,75,41,1,13.86
21,Male,Tier 2,Electronics,7.7,414,2,4,5,67,81,1646,204,6,6,10,89,74,1,13.1
21,Female,Tier 3,Mechanical,7.97,99,2,0,9,79,72,1428,0,5,7,2,89,54,1,13.94
19,Male,Tier 2,Electronics,8.42,260,1,9,2,80,54,1702,141,6,7,2,75,42,1,12.4
19,Other,Tier 2,Mechanical,7.01,426,0,5,4,41,35,1700,70,4,7,6,88,55,1,8.93
20,Other,Tier 2,AI/ML,7.41,162,2,7,6,54,80,1387,3,4,9,3,76,44,1,16.11
24,Other,Tier 3,Computer Science,7.1,258,0,8,6,46,83,1158,97,6,4,2,77,68,1,11.12
21,Female,Tier 1,Electronics,6.59,217,1,7,1,75,48,1935,0,7,8,6,88,62,1,12.74
22,Male,Tier 2,Electronics,6.41,450,3,9,11,81,70,1386,36,5,6,4,46,82,1,12.6
20,Other,Tier 2,Computer Science,7.55,666,2,8,1,92,42,800,24,5,7,4,61,92,1,16.15
22,Other,Tier 3,AI/ML,5.69,251,1,2,9,86,99,1280,68,2,6,10,83,95,1,10.71
23,Female,Tier 2,Electronics,6.87,408,1,4,2,89,75,1914,154,8,8,10,95,38,1,12.12
22,Other,Tier 3,Mechanical,7.46,370,0,6,8,92,57,1800,149,4,5,10,89,64,1,14.52
20,Male,Tier 1,AI/ML,6.58,420,0,9,1,59,85,1696,71,8,5,1,95,99,1,11.23
22,Male,Tier 3,AI/ML,7.5,228,4,4,8,92,69,1396,0,7,10,8,81,97,1,14.42
20,Female,Tier 2,Mechanical,6.96,164,0,5,9,52,44,1150,204,4,1,10,52,91,1,9.66
19,Female,Tier 2,Mechanical,9.37,283,0,3,10,52,81,1814,103,4,10,9,86,66,1,13.17
23,Male,Tier 2,AI/ML,7.46,444,0,6,8,69,76,1418,155,0,7,4,91,96,1,12.58
21,Male,Tier 3,Information Technology,7.1,242,1,4,10,100,40,1100,119,4,2,9,64,81,1,12.29
24,Male,Tier 1,Computer Science,7.5,277,0,6,8,68,74,1703,135,3,5,2,97,69,1,11.53
24,Female,Tier 1,Information Technology,7.94,270,0,6,5,60,56,1367,157,7,4,6,54,36,1,11.48
19,Male,Tier 2,Information Technology,6.92,273,2,6,10,59,84,1508,31,4,6,10,63,67,1,13.4
23,Male,Tier 1,Computer Science,9.05,103,0,7,12,100,88,1274,342,7,6,3,47,35,1,11.4
21,Female,Tier 3,Information Technology,8.49,215,1,10,2,89,49,1471,109,5,3,10,81,55,1,13.24
24,Female,Tier 2,Civil,5.62,277,2,1,1,86,83,1308,0,7,3,5,46,62,1,13.04
18,Female,Tier 3,Information Technology,5.09,572,1,5,9,82,98,1665,11,8,8,5,86,91,1,13.85
24,Other,Tier 2,Computer Science,6.45,144,2,2,10,75,90,819,50,3,3,8,58,44,1,9.97
19,Other,Tier 1,Civil,8.02,425,0,9,9,73,65,1015,141,8,1,5,52,87,1,7.04
21,Female,Tier 3,Information Technology,7.47,574,2,0,9,67,64,827,38,2,10,6,70,98,1,15.83
23,Other,Tier 2,AI/ML,8.05,108,0,9,8,85,71,1965,54,3,7,3,76,47,1,15.89
22,Male,Tier 3,Information Technology,7.67,440,1,2,3,75,65,1579,172,0,5,9,71,93,1,13.76
20,Other,Tier 2,AI/ML,8.34,245,1,8,4,73,48,1135,113,4,10,7,56,65,1,13.04
22,Other,Tier 1,Information Technology,6.6,498,2,1,7,56,88,1667,166,6,8,2,84,66,1,15.23
22,Other,Tier 3,AI/ML,7.82,530,2,8,7,48,73,800,40,8,3,10,88,58,1,11.15
20,Other,Tier 3,Data Science,5.82,266,1,2,3,84,94,1505,278,1,2,6,53,61,1,11.76
23,Other,Tier 2,Computer Science,6.69,324,1,8,2,94,42,810,131,2,1,6,89,71,1,10.53
18,Female,Tier 2,Mechanical,6.3,219,2,9,2,57,36,1207,45,4,2,9,88,87,1,12.39
18,Female,Tier 2,AI/ML,8.23,326,1,4,1,41,74,1296,66,5,6,3,98,82,1,12.27
20,Female,Tier 2,Mechanical,6.98,119,3,6,8,78,57,1818,103,6,9,9,77,64,1,15.91
21,Female,Tier 3,Civil,5.8,146,3,9,7,85,87,1750,189,3,1,10,65,86,1,8.63
25,Female,Tier 2,Information Technology,7.5,299,0,6,11,91,73,1202,148,7,9,10,52,64,1,9.54
21,Other,Tier 1,Mechanical,6.27,339,1,2,9,65,48,1460,126,1,1,6,100,35,1,9.67
24,Other,Tier 3,AI/ML,7.74,337,3,8,12,70,98,1727,130,6,7,4,51,90,1,13.62
19,Other,Tier 3,Information Technology,6.64,91,1,4,11,43,82,1309,71,3,8,7,73,39,1,15.62
22,Male,Tier 2,Computer Science,6.15,405,1,2,11,83,77,1356,103,2,1,7,48,75,1,10.72
25,Other,Tier 3,Electronics,5.78,130,3,1,12,100,57,1015,89,1,5,9,92,75,1,10.41
19,Female,Tier 2,Mechanical,8.52,162,2,5,7,42,79,800,93,6,1,8,60,94,1,14.13
25,Male,Tier 3,Civil,8.83,215,1,2,11,56,55,1269,118,0,6,2,56,82,1,14.39
21,Male,Tier 1,Mechanical,6.07,213,2,9,5,83,48,1432,123,7,4,8,93,48,1,11.17
22,Other,Tier 2,AI/ML,6.26,300,3,4,1,50,40,1434,116,2,2,1,91,51,1,9.54
21,Other,Tier 2,Civil,7.84,107,1,10,11,63,75,2015,25,7,8,6,61,59,1,14.9
25,Male,Tier 3,Information Technology,5.29,0,1,4,2,85,56,1255,0,5,3,2,92,45,1,11.29
19,Other,Tier 3,Information Technology,7.18,460,3,9,8,85,59,1391,139,6,7,6,62,35,1,13.41
18,Male,Tier 3,Electronics,6.33,188,0,6,6,51,87,1028,150,8,5,2,80,90,1,9.95
18,Female,Tier 2,Computer Science,7.1,673,3,0,10,40,81,1308,145,8,5,9,94,46,1,13.17
21,Female,Tier 3,Information Technology,8.36,285,2,5,7,89,75,1355,303,6,6,7,70,85,1,12.17
21,Male,Tier 1,Civil,7.01,387,0,5,5,53,94,1163,181,3,2,7,73,88,1,9.25
25,Female,Tier 3,Information Technology,8.2,396,2,4,12,65,68,1418,39,6,1,7,56,75,1,11.48
19,Male,Tier 2,AI/ML,7.19,383,2,0,2,82,93,1562,163,4,6,5,72,86,1,13.65
24,Male,Tier 2,Civil,8.05,219,2,7,4,100,35,1507,122,1,3,4,93,43,1,11.86
23,Other,Tier 3,Mechanical,8.21,398,0,9,8,78,78,1872,58,5,4,7,94,37,1,12.47
24,Female,Tier 3,Information Technology,8.29,475,0,1,10,70,90,921,119,5,9,9,70,38,1,12.95
19,Other,Tier 3,AI/ML,8.79,0,1,1,11,85,45,1083,234,3,4,10,78,98,1,11.99
25,Male,Tier 3,Computer Science,5.9,476,4,4,2,64,74,948,201,0,7,2,99,81,1,10.5
25,Other,Tier 1,Mechanical,5.76,280,0,6,2,92,40,1153,141,6,3,9,57,84,1,13.11
18,Male,Tier 2,Electronics,7.04,494,0,6,9,89,36,1563,196,3,2,5,50,65,1,5.53
25,Female,Tier 3,Civil,7.84,322,0,1,11,86,54,1323,271,6,5,1,61,40,1,10.79
25,Other,Tier 2,Information Technology,5.59,367,3,0,11,67,59,951,126,3,2,6,87,42,1,13.85
24,Other,Tier 3,Civil,7.7,212,0,4,3,40,92,1327,221,1,3,2,51,60,1,8.62
25,Male,Tier 3,Data Science,7.98,579,2,7,1,73,64,1640,100,7,2,6,99,60,1,12.06
22,Other,Tier 3,Mechanical,6.72,152,0,3,5,100,39,1491,174,8,4,10,74,80,1,13.8
25,Other,Tier 1,Information Technology,5.24,0,1,5,6,49,54,2020,124,5,8,7,89,76,1,11.51
18,Male,Tier 3,Mechanical,7.7,221,1,9,2,58,55,2141,159,2,4,5,74,45,1,11.16
18,Female,Tier 2,Electronics,6.84,228,0,7,10,92,61,1178,255,2,2,6,63,73,1,10.32
18,Other,Tier 3,Electronics,6.03,310,2,8,3,66,49,1953,204,8,10,1,66,53,1,11.7
24,Other,Tier 3,Civil,6.09,464,2,4,9,73,93,881,149,1,1,7,82,78,1,9.43
24,Male,Tier 2,Data Science,8.51,91,0,6,6,88,58,1171,169,6,10,7,60,44,1,15.4
25,Female,Tier 2,Computer Science,8.56,320,1,3,1,87,83,1572,203,1,3,2,56,87,1,9.71
21,Female,Tier 1,Information Technology,6.32,56,4,1,10,88,90,800,187,6,1,1,67,100,1,15.02
25,Other,Tier 2,Information Technology,7.76,307,2,9,11,59,80,1479,124,3,2,2,46,54,1,15.6
18,Male,Tier 2,Civil,8.75,162,3,0,8,59,50,1838,218,8,4,9,97,91,1,15.6
25,Male,Tier 1,Civil,7.59,302,1,8,8,74,43,931,0,1,2,4,56,91,1,12.94
23,Other,Tier 3,AI/ML,6.1,41,0,6,3,66,45,800,81,2,7,3,63,37,1,11.73
20,Other,Tier 2,Data Science,7.65,377,0,10,7,83,55,1312,128,4,10,9,95,98,1,14.81
20,Female,Tier 3,Data Science,7.66,162,1,6,10,88,81,1554,0,3,1,3,48,62,1,11.13
21,Male,Tier 3,Electronics,6.58,477,0,9,4,72,80,1107,129,0,4,8,81,98,1,9.61
18,Male,Tier 2,Data Science,6.64,306,2,1,6,96,98,1303,268,5,2,5,90,36,1,7.36
22,Female,Tier 2,Electronics,7.83,237,2,7,7,43,42,1432,144,6,8,8,98,65,1,16.06
21,Male,Tier 2,Electronics,7.47,400,4,6,3,45,53,1466,37,6,2,4,74,45,1,13.2
24,Female,Tier 1,AI/ML,8.35,188,3,4,9,69,60,1071,169,5,8,1,47,39,1,15.85
25,Male,Tier 1,Data Science,6.43,215,1,9,2,68,70,1386,120,1,9,8,97,100,1,13.84
24,Male,Tier 3,Information Technology,6.79,354,2,8,8,86,61,1263,253,1,5,7,96,35,1,15.71
19,Male,Tier 2,Electronics,6.34,66,1,5,4,44,74,1792,140,3,1,2,100,95,1,11.18
19,Male,Tier 1,Electronics,6.55,230,1,8,6,96,52,1329,144,7,8,3,79,58,1,9.85
25,Female,Tier 2,Electronics,7.1,61,3,1,12,48,55,1269,112,4,5,10,62,99,1,14.29
25,Male,Tier 3,Information Technology,7.79,364,2,4,7,68,72,931,221,4,9,5,89,90,1,13.04
18,Other,Tier 1,Data Science,6.63,290,1,3,7,99,86,1332,148,2,1,6,73,37,1,11.4
22,Male,Tier 2,Mechanical,6.44,222,3,1,12,44,58,1396,196,7,9,2,69,49,1,13.02
21,Male,Tier 2,Civil,6.69,96,2,1,4,78,40,1131,11,1,8,9,68,76,1,11.75
24,Female,Tier 2,AI/ML,8.79,353,0,7,12,45,55,1897,43,0,9,2,59,66,1,9.84
20,Female,Tier 1,AI/ML,7.52,528,1,9,7,40,47,1280,128,3,4,5,79,81,1,8.78
21,Female,Tier 2,Civil,7.23,231,2,0,10,74,97,800,37,7,7,8,63,87,1,11.05
25,Male,Tier 3,Information Technology,5.62,141,2,7,2,49,81,1628,69,0,10,4,75,42,1,15.19
18,Other,Tier 1,Computer Science,6.84,298,1,5,4,90,95,1624,242,7,6,5,71,57,1,10.54
22,Male,Tier 2,Mechanical,7.64,108,2,2,12,90,99,2052,36,3,10,7,76,91,1,15.28
23,Other,Tier 3,Mechanical,8.76,70,0,9,9,98,80,1658,40,4,1,8,87,49,1,15.96
22,Other,Tier 3,Information Technology,5.31,22,0,9,11,46,90,1057,32,2,2,6,54,65,1,9.89
20,Male,Tier 3,Information Technology,9.0,423,3,1,5,99,43,1531,120,0,5,7,79,92,1,13.59
19,Female,Tier 3,Mechanical,7.59,218,0,2,1,95,89,1516,60,6,8,2,65,82,1,10.07
23,Female,Tier 2,Electronics,7.23,250,4,6,8,64,81,1241,58,5,1,6,98,90,1,14.0
18,Female,Tier 3,AI/ML,7.65,531,0,10,5,70,74,1933,24,8,4,1,84,51,1,10.94
18,Female,Tier 3,Mechanical,5.84,0,0,4,12,97,90,2218,238,2,4,6,51,49,1,8.61
